"key","name","entity_type","cui","count"
"nodular conglomerate","nodular conglomerate","SIGN_SYMPTOM","","1"
"nodularly remodelled","nodularly remodelled","DETAILED_DESCRIPTION","","1"
"non-compaction","non-compaction","DISEASE_DISORDER","","2"
"non-radically excised","non-radically excised","DETAILED_DESCRIPTION","","1"
"non-specific focus of enhancement","non-specific focus of enhancement","SIGN_SYMPTOM","","1"
"normalisation of renal excretory function parameters","normalisation of renal excretory function parameters","OUTCOME","","1"
"normally accentuated","normally accentuated","SIGN_SYMPTOM","","2"
"normally positioned","normally positioned","DETAILED_DESCRIPTION","","2"
"normoechoic","normoechoic","TEXTURE","","3"
"nursing and care department","nursing and care department","NONBIOLOGICAL_LOCATION","","1"
"observation and infectious diseases department","observation and infectious diseases department","NONBIOLOGICAL_LOCATION","","1"
"obstetrics and neonatology department","obstetrics and neonatology department","NONBIOLOGICAL_LOCATION","","1"
"offloading","offloading","THERAPEUTIC_PROCEDURE","","2"
"oncological and thoracic surgery consultation","oncological and thoracic surgery consultation","CLINICAL_EVENT","","1"
"oncological concern","oncological concern","DISEASE_DISORDER","","2"
"oncological consultation","oncological consultation","CLINICAL_EVENT","","1"
"oncologically suspicious lesion","oncologically suspicious lesion","DISEASE_DISORDER","","1"
"one hundred and twenty per minute","one hundred and twenty per minute","LAB_VALUE","","1"
"one point eight seconds","one point eight seconds","DURATION","","1"
"opening the airway manually","opening the airway manually","THERAPEUTIC_PROCEDURE","","1"
"ophthalmological consultation","ophthalmological consultation","CLINICAL_EVENT","","2"
"oral","oral","ADMINISTRATION","","1"
"orthopaedic supplies clinic","orthopaedic supplies clinic","NONBIOLOGICAL_LOCATION","","1"
"other diagnostic or procedural laboratories","other diagnostic or procedural laboratories","NONBIOLOGICAL_LOCATION","","1"
"outpatient dialysis unit","outpatient dialysis unit","NONBIOLOGICAL_LOCATION","","1"
"over two seconds","over two seconds","DURATION","","1"
"overuse changes","overuse changes","DISEASE_DISORDER","","3"
"pH 7.2","pH 7.2","LAB_VALUE","","2"
"pT1N0","pT1N0","DETAILED_DESCRIPTION","","1"
"pT2N0","pT2N0","LAB_VALUE","","3"
"pT2aN0MX","pT2aN0MX","DETAILED_DESCRIPTION","","1"
"pT3N0","pT3N0","DETAILED_DESCRIPTION","","3"
"pT4aN2a","pT4aN2a","DETAILED_DESCRIPTION","","1"
"pTisN0(sn)","pTisN0(sn)","LAB_VALUE","","1"
"pacemaker and cardioverter check clinic","pacemaker and cardioverter check clinic","NONBIOLOGICAL_LOCATION","","1"
"pacemaker implantation department","pacemaker implantation department","NONBIOLOGICAL_LOCATION","","1"
"paediatric vaccination clinic","paediatric vaccination clinic","NONBIOLOGICAL_LOCATION","","1"
"palliative care","palliative care","THERAPEUTIC_PROCEDURE","","1"
"para-aortic, perirenal and pelvic lymph nodes","para-aortic, perirenal and pelvic lymph nodes","BIOLOGICAL_STRUCTURE","","1"
"paraganglioma","paraganglioma","DISEASE_DISORDER","","1"
"paraglottic space on the left side","paraglottic space on the left side","BIOLOGICAL_STRUCTURE","","1"
"paratracheally on the right side","paratracheally on the right side","AREA","","1"
"parietal mucosal thickening","parietal mucosal thickening","SIGN_SYMPTOM","","1"
"pathological nodal reflections","pathological nodal reflections","SIGN_SYMPTOM","","3"
"pathological proliferation","pathological proliferation","DISEASE_DISORDER","","2"
"pedicled submental myocutaneous flap","pedicled submental myocutaneous flap","BIOLOGICAL_STRUCTURE","","2"
"pemphigoid antibodies","pemphigoid antibodies","DIAGNOSTIC_PROCEDURE","","2"
"perithyroid lymph nodes","perithyroid lymph nodes","BIOLOGICAL_STRUCTURE","","6"
"persistent active underlying process","persistent active underlying process","DISEASE_DISORDER","","1"
"persisting ductal ampulla","persisting ductal ampulla","DISEASE_DISORDER","","1"
"phoniatrics clinic","phoniatrics clinic","NONBIOLOGICAL_LOCATION","","1"
"physical education classes","physical education classes","ACTIVITY","","1"
"piece of meat","piece of meat","SIGN_SYMPTOM","","1"
"pig-tail drain","pig-tail drain","THERAPEUTIC_PROCEDURE","","1"
"planned admissions point","planned admissions point","NONBIOLOGICAL_LOCATION","","2"
"poorly visible external outlines","poorly visible external outlines","SIGN_SYMPTOM","","1"
"portal spaces","portal spaces","BIOLOGICAL_STRUCTURE","","1"
"post-contrast enhancement","post-contrast enhancement","SIGN_SYMPTOM","","6"
"post-contrast images","post-contrast images","DIAGNOSTIC_PROCEDURE","","1"
"posterior belly of the digastric muscle","posterior belly of the digastric muscle","BIOLOGICAL_STRUCTURE","","1"
"posterior part of the left scapula","posterior part of the left scapula","BIOLOGICAL_STRUCTURE","","1"
"posterior segment of the left 1st rib","posterior segment of the left 1st rib","BIOLOGICAL_STRUCTURE","","1"
"postural defects clinic","postural defects clinic","NONBIOLOGICAL_LOCATION","","1"
"power Doppler","power Doppler","DIAGNOSTIC_PROCEDURE","","1"
"pre-syncopal states","pre-syncopal states","SIGN_SYMPTOM","","2"
"pre-syncopal symptoms","pre-syncopal symptoms","SIGN_SYMPTOM","","1"
"pregnancy pathology clinic","pregnancy pathology clinic","NONBIOLOGICAL_LOCATION","","1"
"pregnancy pathology department","pregnancy pathology department","NONBIOLOGICAL_LOCATION","","1"
"preventive supervision department","preventive supervision department","NONBIOLOGICAL_LOCATION","","1"
"previous ultrasound examination","previous ultrasound examination","DIAGNOSTIC_PROCEDURE","","1"
"prominent focal lesions","prominent focal lesions","SIGN_SYMPTOM","","1"
"proper diet","proper diet","THERAPEUTIC_PROCEDURE","","2"
"prostate","prostate","BIOLOGICAL_STRUCTURE","","3"
"protective vaccination","protective vaccination","THERAPEUTIC_PROCEDURE","","1"
"provision of specialist footwear","provision of specialist footwear","THERAPEUTIC_PROCEDURE","","2"
"proximal part of the lingual nerve","proximal part of the lingual nerve","BIOLOGICAL_STRUCTURE","","1"
"proximal quarter of the thighs","proximal quarter of the thighs","BIOLOGICAL_STRUCTURE","","1"
"psychiatric care and treatment day facility","psychiatric care and treatment day facility","NONBIOLOGICAL_LOCATION","","1"
"psychiatric department for adolescents","psychiatric department for adolescents","NONBIOLOGICAL_LOCATION","","1"
"psychiatric department for children","psychiatric department for children","NONBIOLOGICAL_LOCATION","","1"
"psychiatric nursing and care day department","psychiatric nursing and care day department","NONBIOLOGICAL_LOCATION","","1"
"psychiatric nursing and care facility for children and adolescents","psychiatric nursing and care facility for children and adolescents","NONBIOLOGICAL_LOCATION","","1"
"psychiatric nursing and care or care and treatment department","psychiatric nursing and care or care and treatment department","NONBIOLOGICAL_LOCATION","","1"
"psychiatric nursing and care or care and treatment facility","psychiatric nursing and care or care and treatment facility","NONBIOLOGICAL_LOCATION","","1"
"psychoactive substance addiction","psychoactive substance addiction","DISEASE_DISORDER","","7"
"psychoactive substances","psychoactive substances","MEDICATION","","1"
"psychosomatic clinic","psychosomatic clinic","NONBIOLOGICAL_LOCATION","","1"
"pulmonary valve","pulmonary valve","BIOLOGICAL_STRUCTURE","","1"
"pulmonology consultation","pulmonology consultation","CLINICAL_EVENT","","1"
"pulmonology department","pulmonology department","NONBIOLOGICAL_LOCATION","","1"
"pulsatile flow with a diastolic flow component","pulsatile flow with a diastolic flow component","SIGN_SYMPTOM","","1"
"purulent reaction","purulent reaction","SIGN_SYMPTOM","","1"
"radial resection line of the mesorectal tissues","radial resection line of the mesorectal tissues","BIOLOGICAL_STRUCTURE","","1"
"radioiodine therapy department","radioiodine therapy department","NONBIOLOGICAL_LOCATION","","1"
"radioiodine treatment","radioiodine treatment","THERAPEUTIC_PROCEDURE","","1"
"radiological supervision department","radiological supervision department","NONBIOLOGICAL_LOCATION","","1"
"radiotherapy","radiotherapy","THERAPEUTIC_PROCEDURE","","1"
"raised leucocyte count","raised leucocyte count","SIGN_SYMPTOM","","1"
"raised liver parameters","raised liver parameters","SIGN_SYMPTOM","","1"
"react briskly to the light source","react briskly to the light source","SIGN_SYMPTOM","","1"
"reacting normally to light","reacting normally to light","SIGN_SYMPTOM","","1"
"reactively altered","reactively altered","DETAILED_DESCRIPTION","","1"
"reassessment of mental state","reassessment of mental state","DIAGNOSTIC_PROCEDURE","","2"
"rectum","rectum","BIOLOGICAL_STRUCTURE","","2"
"reduced aeration","reduced aeration","SIGN_SYMPTOM","","1"
"reduced contractility","reduced contractility","SIGN_SYMPTOM","","2"
"reduction in the amount of lymphatic tissue","reduction in the amount of lymphatic tissue","SIGN_SYMPTOM","","1"
"reduction in the animal fat content of the diet","reduction in the animal fat content of the diet","THERAPEUTIC_PROCEDURE","","1"
"referring the patient","referring the patient","CLINICAL_EVENT","","6"
"region of the nose","region of the nose","AREA","","1"
"regional contractility abnormalities","regional contractility abnormalities","SIGN_SYMPTOM","","2"
"regional lymphatic drainage area","regional lymphatic drainage area","AREA","","1"
"regressive changes","regressive changes","SIGN_SYMPTOM","","1"
"regrowth goitre","regrowth goitre","DISEASE_DISORDER","","1"
"rehabilitation","rehabilitation","THERAPEUTIC_PROCEDURE","","2"
"rehabilitation centre for children and adolescents dependent on psychoactive substances","rehabilitation centre for children and adolescents dependent on psychoactive substances","NONBIOLOGICAL_LOCATION","","1"
"rehabilitation centre for people dependent on psychoactive substances with coexisting psychotic disorders","rehabilitation centre for people dependent on psychoactive substances with coexisting psychotic disorders","NONBIOLOGICAL_LOCATION","","1"
"rehabilitation department for people dependent on psychoactive substances","rehabilitation department for people dependent on psychoactive substances","NONBIOLOGICAL_LOCATION","","2"
"remaining anterior process of the right parotid gland","remaining anterior process of the right parotid gland","BIOLOGICAL_STRUCTURE","","1"
"removal of a tumour","removal of a tumour","THERAPEUTIC_PROCEDURE","","1"
"removal of the drain","removal of the drain","THERAPEUTIC_PROCEDURE","","1"
"removal of the right kidney","removal of the right kidney","THERAPEUTIC_PROCEDURE","","1"
"removal of the skin sutures","removal of the skin sutures","THERAPEUTIC_PROCEDURE","","1"
"removing a leaking dressing","removing a leaking dressing","THERAPEUTIC_PROCEDURE","","1"
"renal parameters","renal parameters","DIAGNOSTIC_PROCEDURE","","4"
"reparative changes","reparative changes","SIGN_SYMPTOM","","1"
"replacement","replacement","THERAPEUTIC_PROCEDURE","","1"
"replacement of the Foley catheter","replacement of the Foley catheter","THERAPEUTIC_PROCEDURE","","1"
"replacement of the SEMS stent","replacement of the SEMS stent","THERAPEUTIC_PROCEDURE","","1"
"resection line of the adipose tissue","resection line of the adipose tissue","BIOLOGICAL_STRUCTURE","","1"
"residual changes","residual changes","SIGN_SYMPTOM","","3"
"residual shunting","residual shunting","DISEASE_DISORDER","","5"
"residual thrombosed tumour mass","residual thrombosed tumour mass","DISEASE_DISORDER","","2"
"residual thyroid parenchyma","residual thyroid parenchyma","BIOLOGICAL_STRUCTURE","","1"
"resorptive reaction","resorptive reaction","SIGN_SYMPTOM","","2"
"respiratory allergy clinic","respiratory allergy clinic","NONBIOLOGICAL_LOCATION","","1"
"restriction of calorie and salt intake","restriction of calorie and salt intake","THERAPEUTIC_PROCEDURE","","1"
"retroareolar region","retroareolar region","AREA","","1"
"retropharyngeal course of the R-ICA","retropharyngeal course of the R-ICA","SIGN_SYMPTOM","","1"
"reverse flow","reverse flow","SIGN_SYMPTOM","","2"
"reversed spectrum","reversed spectrum","SIGN_SYMPTOM","","1"
"revision of the bed","revision of the bed","THERAPEUTIC_PROCEDURE","","1"
"right and left coronary leaflets","right and left coronary leaflets","BIOLOGICAL_STRUCTURE","","1"
"right breast","right breast","BIOLOGICAL_STRUCTURE","","1"
"right carotid space","right carotid space","AREA","","1"
"right kidney","right kidney","BIOLOGICAL_STRUCTURE","","1"
"right lower","right lower","BIOLOGICAL_STRUCTURE","","1"
"right palatine nerve canals","right palatine nerve canals","BIOLOGICAL_STRUCTURE","","3"
"right ramus of the mandible","right ramus of the mandible","BIOLOGICAL_STRUCTURE","","1"
"right temporal horn","right temporal horn","BIOLOGICAL_STRUCTURE","","1"
"right tenth nerve","right tenth nerve","BIOLOGICAL_STRUCTURE","","1"
"right ventricular","right ventricular","BIOLOGICAL_STRUCTURE","","1"
"right ventricular inflow dimension","right ventricular inflow dimension","DIAGNOSTIC_PROCEDURE","","2"
"right ventricular overload","right ventricular overload","SIGN_SYMPTOM","","1"
"right-sided mastectomy","right-sided mastectomy","THERAPEUTIC_PROCEDURE","","1"
"right-sided reparotidectomy","right-sided reparotidectomy","THERAPEUTIC_PROCEDURE","","1"
"rise in PSA","rise in PSA","SIGN_SYMPTOM","","2"
"rise in inflammatory marker levels","rise in inflammatory marker levels","LAB_VALUE","","1"
"rising liver enzymes","rising liver enzymes","SIGN_SYMPTOM","","1"
"rooming-in obstetrics department","rooming-in obstetrics department","NONBIOLOGICAL_LOCATION","","1"
"routine check-up","routine check-up","DIAGNOSTIC_PROCEDURE","","1"
"routine health check","routine health check","CLINICAL_EVENT","","1"
"salt loading test","salt loading test","DIAGNOSTIC_PROCEDURE","","2"
"sanatorium spa department","sanatorium spa department","NONBIOLOGICAL_LOCATION","","1"
"sanatorium spa department in an adapted underground mine working","sanatorium spa department in an adapted underground mine working","NONBIOLOGICAL_LOCATION","","1"
"sanatorium spa rehabilitation department","sanatorium spa rehabilitation department","NONBIOLOGICAL_LOCATION","","1"
"sanitary supervision department","sanitary supervision department","NONBIOLOGICAL_LOCATION","","1"
"satisfactory effect","satisfactory effect","OUTCOME","","1"
"scan","scan","DIAGNOSTIC_PROCEDURE","","1"
"school medicine office","school medicine office","NONBIOLOGICAL_LOCATION","","1"
"segments VI and X","segments VI and X","BIOLOGICAL_STRUCTURE","","1"
"self-adhesive pads","self-adhesive pads","THERAPEUTIC_PROCEDURE","","3"
"self-monitoring diary","self-monitoring diary","NONBIOLOGICAL_LOCATION","","1"
"sheet-like","sheet-like","SHAPE","","1"
"shifted to the right","shifted to the right","SIGN_SYMPTOM","","1"
"sigmoid","sigmoid","BIOLOGICAL_STRUCTURE","","1"
"significant acceleration","significant acceleration","SIGN_SYMPTOM","","1"
"significant metabolic activity","significant metabolic activity","SIGN_SYMPTOM","","1"
"significantly increased glucose metabolism","significantly increased glucose metabolism","SIGN_SYMPTOM","","1"
"signs of trauma","signs of trauma","SIGN_SYMPTOM","","1"
"simple sugars excluded from the diet","simple sugars excluded from the diet","THERAPEUTIC_PROCEDURE","","1"
